ID,CODIGO DE LA ENTIDAD,CODIGO UBIGEO INEI,CODIGO PAIS ,NOMBRE DE LA UO,Fecha,CO (ug/m3),H2S (ug/m3),NO2 (ug/m3),O3 (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),Ruido (dB),UV,Humedad (%),Latitud,Longitud,Presion (hPa),Temperatura (C),Distrito
1,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 00:00:00,0.0,0.0,85.055,0.0,158.338,18.643,7.178,102.798,0.0,95.821,-12.1097229999997,-77.0519399999993,1007.77687,16.181,San Isidro
2,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 01:00:00,0.0,0.0,83.867,0.0,181.587,20.698,7.164,95.515,0.0,97.535,-12.1097229999998,-77.0519399999991,1007.26426,15.881,San Isidro
3,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 02:00:00,0.0,0.0,79.019,0.0,172.843,20.425,7.204,69.129,0.0,98.081,-12.1097229999997,-77.0519399999993,1006.89522,15.868,San Isidro
4,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 03:00:00,0.0,0.0,77.795,0.0,134.186,17.622,7.184,82.583,0.0,98.376,-12.1097229999998,-77.0519399999992,1006.3142,15.84,San Isidro
5,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 04:00:00,0.0,0.0,77.488,0.0,99.566,15.752,7.191,73.17,0.0,98.79,-12.1097229999997,-77.0519399999993,1005.68577,15.81,San Isidro
6,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 05:00:00,0.0,0.0,79.472,0.0,99.433,16.644,7.189,73.792,0.0,99.198,-12.1097229999998,-77.0519399999991,1005.69937,15.796,San Isidro
7,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 06:00:00,0.0,0.0,85.369,0.0,114.428,17.305,7.196,85.977,0.0,99.3,-12.1097229999997,-77.0519399999993,1006.25378,15.713,San Isidro
8,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 07:00:00,0.0,0.0,96.957,0.0,68.642,15.776,7.261,93.898,0.0,99.3,-12.1097229999998,-77.0519399999991,1006.8816099999999,15.722,San Isidro
9,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 08:00:00,48.38,0.0,93.594,0.0,97.791,16.696,7.331,103.128,0.304,99.3,-12.1097229999997,-77.0519399999993,1007.39235,15.979,San Isidro
10,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 09:00:00,0.0,0.0,63.263,0.0,31.7,9.776,7.575,100.398,1.135,98.622,-12.1097229999998,-77.051939999999,1007.86121,16.301,San Isidro
11,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 10:00:00,0.0,0.0,30.265,0.0,24.073,8.166,8.421,97.528,4.54,95.153,-12.1097229999997,-77.0519399999993,1007.76102,17.241,San Isidro
12,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 11:00:00,0.0,0.0,14.845,0.386,22.783,7.76,8.412,103.291,3.923,92.498,-12.1097229999998,-77.051939999999,1007.3947199999999,17.28,San Isidro
13,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 12:00:00,0.0,0.0,42.169,0.024,24.374,8.154,8.24,100.49,2.338,91.554,-12.1097229999998,-77.0519399999992,1007.1202800000001,17.431,San Isidro
14,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 13:00:00,0.0,0.0,43.612,0.528,21.66,7.625,8.301,101.302,3.59,89.636,-12.1097229999998,-77.0519399999992,1006.7189599999999,17.988,San Isidro
15,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 14:00:00,0.0,0.0,50.94,0.639,26.738,8.421,8.323,101.67,2.031,88.773,-12.1097229999998,-77.0519399999991,1006.0195699999999,18.219,San Isidro
16,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 15:00:00,0.0,0.0,68.372,0.0,43.527,10.127,8.266,103.082,1.303,87.824,-12.1097229999997,-77.0519399999993,1005.3399099999999,18.393,San Isidro
17,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 16:00:00,0.0,0.0,89.39,0.0,63.507,11.398,7.968,110.848,0.838,86.469,-12.1097229999997,-77.0519399999993,1004.7712399999999,18.345,San Isidro
18,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 17:00:00,0.0,0.0,110.375,0.0,62.9,11.88,7.514,112.128,0.35,90.059,-12.1097229999997,-77.0519399999993,1004.58603,17.254,San Isidro
19,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 18:00:00,0.174,0.0,118.147,0.0,84.296,13.878,7.307,109.921,0.028,92.588,-12.1097229999997,-77.0519399999993,1004.89012,16.8,San Isidro
20,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 19:00:00,0.988,0.0,121.185,0.0,77.451,12.488,7.314,104.351,0.0,93.477,-12.1097229999998,-77.0519399999992,1005.1573,16.75,San Isidro
21,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 20:00:00,0.0,0.0,111.313,0.0,91.452,14.084,7.272,106.648,0.0,94.38,-12.1097229999998,-77.051939999999,1005.6509299999999,16.576,San Isidro
22,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 21:00:00,0.0,0.0,101.274,0.0,115.501,15.693,7.257,99.181,0.0,95.445,-12.1097229999997,-77.0519399999993,1006.4539900000001,16.429,San Isidro
23,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 22:00:00,0.0,0.0,93.266,0.0,111.453,15.494,7.238,101.439,0.0,96.108,-12.1097229999998,-77.0519399999992,1007.1441,16.33,San Isidro
24,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-01 23:00:00,0.0,0.0,89.987,0.0,143.216,18.405,7.224,101.6,0.0,97.216,-12.1097229999998,-77.0519399999991,1007.02487,16.133,San Isidro
25,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 00:00:00,0.0,0.0,82.713,0.0,149.838,19.296,7.197,90.367,0.0,97.599,-12.1097229999998,-77.0519399999992,1006.47209,16.046,San Isidro
26,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 01:00:00,0.0,0.0,82.5,0.0,114.709,16.757,7.167,99.867,0.0,98.664,-12.1097229999998,-77.051939999999,1005.97504,15.548,San Isidro
27,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 02:00:00,0.0,0.0,82.13,0.0,123.641,16.685,7.171,86.505,0.0,99.298,-12.1097229999998,-77.0519399999992,1005.42,15.397,San Isidro
28,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 03:00:00,0.0,0.0,78.612,0.0,62.823,11.871,7.187,73.756,0.0,99.3,-12.1097229999998,-77.0519399999992,1005.22205,15.421,San Isidro
29,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 04:00:00,0.0,0.0,75.548,0.0,53.613,11.895,7.198,95.073,0.0,99.3,-12.1097229999998,-77.0519399999991,1005.25698,15.41,San Isidro
30,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 05:00:00,0.0,0.0,76.606,0.0,39.445,10.94,7.204,74.299,0.0,99.3,-12.1097229999997,-77.0519399999993,1005.0918399999999,15.446,San Isidro
31,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 06:00:00,0.0,0.0,85.981,0.0,54.48,12.018,7.201,92.099,0.0,99.3,-12.1097229999998,-77.0519399999991,1005.23861,15.556,San Isidro
32,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 07:00:00,0.0,0.0,95.821,0.0,42.048,10.807,7.262,99.599,0.1,99.284,-12.1097229999997,-77.0519399999993,1005.9112200000001,15.757,San Isidro
33,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 08:00:00,0.0,0.0,87.778,0.0,46.232,11.223,7.317,99.017,0.314,98.69,-12.1097229999997,-77.0519399999993,1006.63638,16.072,San Isidro
34,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 09:00:00,3.495,0.0,77.86,0.0,35.59,9.781,7.356,95.712,0.454,98.534,-12.1097229999997,-77.0519399999993,1007.7392500000001,16.016,San Isidro
35,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 10:00:00,0.0,0.0,72.016,0.0,41.576,11.806,7.563,99.123,0.791,98.19,-12.1097229999998,-77.0519399999991,1008.0532099999999,16.56,San Isidro
36,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 11:00:00,0.0,0.0,71.359,0.0,39.46,10.992,7.668,97.088,0.789,96.162,-12.1097229999997,-77.0519399999993,1008.0347800000001,17.052,San Isidro
37,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 12:00:00,0.0,0.0,54.892,0.0,37.845,11.043,7.946,99.027,1.668,93.82,-12.1097229999998,-77.051939999999,1007.6357700000001,17.443,San Isidro
38,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 13:00:00,0.0,0.0,13.563,0.418,25.368,9.209,8.556,99.626,2.342,88.82,-12.1097229999997,-77.0519399999993,1006.8976799999999,18.585,San Isidro
39,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 14:00:00,0.0,0.0,51.283,0.148,32.658,10.704,8.192,99.326,1.816,89.844,-12.1097229999998,-77.0519399999992,1006.19189,17.978,San Isidro
40,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 15:00:00,0.0,0.0,56.055,0.0,31.782,10.435,8.195,102.125,1.526,89.662,-12.1097229999997,-77.0519399999993,1005.76852,17.903,San Isidro
41,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 16:00:00,0.0,0.0,94.227,0.0,36.448,9.129,7.744,100.838,0.707,91.95,-12.1097229999998,-77.0519399999992,1005.72293,17.236,San Isidro
42,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 17:00:00,4.632,0.0,106.327,0.0,65.307,12.822,7.608,100.352,0.402,92.306,-12.1097229999997,-77.0519399999993,1005.80357,17.273,San Isidro
43,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 18:00:00,3.377,0.0,115.415,0.0,91.359,18.707,7.436,102.494,0.021,93.461,-12.1097229999998,-77.0519399999991,1006.24669,17.015,San Isidro
44,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 19:00:00,0.0,0.0,115.999,0.0,111.317,23.107,7.326,97.501,0.0,95.06,-12.1097229999997,-77.0519399999993,1006.62492,16.649,San Isidro
45,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 20:00:00,0.0,0.0,113.365,0.0,136.34,25.137,7.266,100.37,0.0,96.637,-12.1097229999997,-77.0519399999993,1007.19049,16.49,San Isidro
46,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 21:00:00,0.0,0.0,102.872,0.0,140.665,20.355,7.235,99.532,0.0,97.811,-12.1097229999998,-77.0519399999991,1007.8060099999999,16.333,San Isidro
47,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 22:00:00,0.0,0.0,101.753,0.0,154.958,23.182,7.24,92.037,0.0,98.179,-12.1097229999997,-77.0519399999993,1008.08202,16.287,San Isidro
48,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-02 23:00:00,0.0,0.0,98.318,0.0,187.088,27.751,7.237,92.504,0.0,97.479,-12.1097229999998,-77.0519399999991,1007.7561000000001,16.362,San Isidro
49,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 00:00:00,8.082,0.0,88.721,0.0,107.342,21.775,7.218,76.251,0.0,97.562,-12.1097229999997,-77.0519399999993,1007.10005,16.311,San Isidro
50,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 01:00:00,0.0,0.0,81.078,0.0,62.553,15.658,7.2,72.394,0.0,98.139,-12.1097229999998,-77.0519399999991,1006.6379300000001,16.106,San Isidro
51,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 02:00:00,0.0,0.0,80.341,0.0,67.869,15.434,7.194,76.044,0.0,98.814,-12.1097229999997,-77.0519399999993,1006.22052,16.036,San Isidro
52,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 03:00:00,0.0,0.0,79.101,0.0,62.967,15.741,7.184,72.055,0.0,98.987,-12.1097229999997,-77.0519399999993,1005.81396,15.945,San Isidro
53,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 04:00:00,0.0,0.0,81.1,0.0,63.168,17.803,7.186,71.82,0.0,99.266,-12.1097229999997,-77.0519399999993,1005.08116,15.712,San Isidro
54,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 05:00:00,0.0,0.0,85.414,0.0,68.036,21.083,7.194,70.928,0.0,99.3,-12.1097229999998,-77.0519399999991,1005.1735400000001,15.536,San Isidro
55,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 06:00:00,0.0,0.0,91.769,0.0,155.916,25.956,7.189,86.671,0.0,99.3,-12.1097229999997,-77.0519399999993,1005.5770299999999,15.252,San Isidro
56,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 07:00:00,0.0,0.0,97.117,0.0,142.183,19.217,7.179,95.233,0.0,99.3,-12.1097229999997,-77.0519399999993,1006.21914,15.083,San Isidro
57,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 08:00:00,0.0,0.0,92.399,0.0,48.874,9.268,7.212,95.906,0.114,99.3,-12.1097229999998,-77.0519399999992,1007.33943,15.054,San Isidro
58,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 09:00:00,0.0,0.0,92.215,0.0,46.288,8.916,7.225,96.874,0.407,99.3,-12.1097229999998,-77.0519399999992,1007.80204,15.428,San Isidro
59,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 10:00:00,0.0,0.0,70.931,0.0,31.564,7.313,7.535,94.978,1.031,99.3,-12.1097229999997,-77.0519399999993,1007.5100699999999,16.103,San Isidro
60,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 11:00:00,0.0,0.0,45.702,0.0,20.387,7.51,7.839,98.95,1.355,99.3,-12.1097229999998,-77.0519399999991,1006.86301,16.417,San Isidro
61,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 14:00:00,0.0,0.0,80.75,0.0,61.63,12.274,7.709,101.962,0.994,95.442,-12.1097229999998,-77.0519399999992,1005.1365,16.816,San Isidro
62,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 15:00:00,0.0,0.0,84.523,0.0,86.69,14.68,7.67,99.496,0.741,93.455,-12.1097229999998,-77.0519399999991,1004.53995,17.053,San Isidro
63,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 16:00:00,13.304,0.0,101.941,0.0,94.674,17.376,7.48,97.087,0.336,93.302,-12.1097229999998,-77.0519399999992,1003.9742299999999,16.833,San Isidro
64,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 17:00:00,0.0,0.0,105.707,0.0,87.323,17.297,7.422,102.149,0.29,94.152,-12.1097229999997,-77.0519399999993,1004.22928,16.603,San Isidro
65,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 18:00:00,0.0,0.0,107.84,0.0,97.019,21.692,7.348,102.214,0.077,94.953,-12.1097229999997,-77.0519399999993,1004.8063999999999,16.398,San Isidro
66,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 19:00:00,0.0,0.0,117.31,0.0,137.264,27.605,7.214,100.099,0.0,95.793,-12.1097229999998,-77.0519399999992,1005.4713800000001,16.136,San Isidro
67,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 20:00:00,0.0,0.0,114.469,0.0,159.684,25.082,7.215,98.16,0.0,96.561,-12.1097229999997,-77.0519399999993,1006.1483800000001,16.027,San Isidro
68,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 21:00:00,0.0,0.0,109.731,0.0,142.388,20.497,7.211,98.539,0.0,96.714,-12.1097229999998,-77.0519399999991,1006.6666899999999,15.959,San Isidro
69,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 22:00:00,0.0,1.342,107.681,0.0,167.0,20.589,7.303,101.121,0.0,98.425,-12.1097229999997,-77.0519399999993,1007.0244500000001,15.552,San Isidro
70,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-03 23:00:00,0.0,0.011,100.719,0.0,155.064,21.046,7.2,98.97,0.0,99.296,-12.1097229999998,-77.0519399999991,1007.30433,15.479,San Isidro
71,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 00:00:00,0.0,0.0,79.727,0.0,88.894,17.379,7.217,79.088,0.0,99.3,-12.1097229999998,-77.0519399999991,1007.4012399999999,15.5,San Isidro
72,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 01:00:00,0.0,0.0,75.436,0.0,70.7,16.079,7.173,74.9,0.0,99.3,-12.1097229999997,-77.0519399999993,1006.94269,15.491,San Isidro
73,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 02:00:00,0.0,0.0,74.324,0.0,93.57,17.23,7.177,72.891,0.0,99.291,-12.1097229999998,-77.0519399999992,1006.24253,15.521,San Isidro
74,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 03:00:00,0.0,0.0,74.33,0.0,110.387,18.508,7.162,74.878,0.0,99.094,-12.1097229999997,-77.0519399999993,1005.86128,15.533,San Isidro
75,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 04:00:00,0.0,0.0,74.262,0.0,90.194,17.692,7.157,72.867,0.0,98.883,-12.1097229999998,-77.0519399999991,1005.65902,15.397,San Isidro
76,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 05:00:00,0.0,0.0,75.602,0.0,70.43,16.117,7.165,73.73,0.0,98.81,-12.1097229999997,-77.0519399999993,1005.8258900000001,15.456,San Isidro
77,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 06:00:00,0.0,0.0,76.877,0.0,136.256,21.244,7.161,75.089,0.0,98.781,-12.1097229999998,-77.0519399999991,1006.40099,15.444,San Isidro
78,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 07:00:00,0.0,0.0,82.803,0.0,97.419,24.386,7.201,83.137,0.018,98.902,-12.1097229999997,-77.0519399999993,1006.95444,15.462,San Isidro
79,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 08:00:00,0.0,0.0,85.448,0.0,135.707,33.857,7.25,87.198,0.205,98.825,-12.1097229999998,-77.051939999999,1007.7277300000001,15.771,San Isidro
80,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 09:00:00,0.0,0.0,76.626,0.0,99.195,27.482,7.259,86.037,0.323,98.547,-12.1097229999997,-77.0519399999993,1007.91055,15.793,San Isidro
81,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 10:00:00,0.0,0.0,71.929,0.0,46.171,18.439,7.304,91.529,0.348,98.468,-12.1097229999997,-77.0519399999993,1007.9771000000001,15.866,San Isidro
82,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 11:00:00,0.0,0.0,74.561,0.0,80.113,18.401,7.22,88.278,0.365,98.718,-12.1097229999998,-77.0519399999991,1007.58811,15.7,San Isidro
83,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 12:00:00,0.0,0.0,68.935,0.0,94.082,16.332,7.424,94.306,0.905,98.842,-12.1097229999997,-77.0519399999993,1007.1672,16.019,San Isidro
84,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 13:00:00,0.0,0.0,44.965,0.04,46.798,12.96,7.677,101.358,0.958,97.037,-12.1097229999998,-77.0519399999991,1006.70784,16.439,San Isidro
85,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 14:00:00,0.0,0.0,56.654,0.0,55.045,14.109,7.641,88.453,1.256,95.111,-12.1097229999997,-77.0519399999993,1006.2588000000001,16.841,San Isidro
86,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 15:00:00,0.0,0.0,51.278,0.0,55.559,13.33,7.708,99.6,1.067,93.193,-12.1097229999998,-77.0519399999991,1005.75399,16.86,San Isidro
87,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 16:00:00,0.0,0.0,72.534,0.0,56.641,13.564,7.449,90.049,0.584,94.586,-12.1097229999997,-77.0519399999993,1005.6175199999999,16.196,San Isidro
88,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 17:00:00,0.0,0.0,80.215,0.0,98.052,17.955,7.285,92.545,0.206,95.563,-12.1097229999998,-77.0519399999991,1005.70507,16.072,San Isidro
89,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 18:00:00,0.0,0.0,87.1,0.0,69.26,15.921,7.207,91.434,0.058,95.943,-12.1097229999997,-77.0519399999993,1005.66474,16.074,San Isidro
90,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 19:00:00,0.0,0.0,87.715,0.0,92.081,23.154,7.14,90.041,0.0,96.29,-12.1097229999998,-77.0519399999992,1005.8583900000001,15.732,San Isidro
91,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 20:00:00,0.0,0.0,86.918,0.0,88.994,20.326,7.138,88.392,0.0,96.965,-12.1097229999997,-77.0519399999993,1006.2510000000001,15.566,San Isidro
92,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 21:00:00,0.0,0.0,85.395,0.0,82.728,20.791,7.148,91.621,0.0,97.808,-12.1097229999998,-77.0519399999992,1006.75598,15.488,San Isidro
93,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 22:00:00,0.0,0.0,87.966,0.0,157.53,20.337,7.127,87.447,0.0,98.414,-12.1097229999998,-77.0519399999991,1007.50831,15.452,San Isidro
94,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-04 23:00:00,0.0,0.219,93.397,0.266,286.201,24.155,7.222,87.089,0.0,99.294,-12.1097229999997,-77.0519399999993,1008.02848,15.145,San Isidro
95,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 00:00:00,0.0,0.0,93.059,0.0,129.332,18.618,7.137,73.473,0.0,99.3,-12.1097229999998,-77.0519399999992,1008.00446,14.996,San Isidro
96,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 01:00:00,0.0,0.0,90.818,0.0,175.297,21.618,7.146,70.976,0.0,99.3,-12.1097229999998,-77.0519399999992,1007.70449,15.056,San Isidro
97,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 02:00:00,0.0,0.0,87.982,0.0,157.899,20.889,7.163,85.577,0.0,99.3,-12.1097229999997,-77.0519399999993,1007.47231,15.003,San Isidro
98,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 03:00:00,0.0,0.0,94.24,0.0,163.766,21.642,7.162,71.816,0.0,99.3,-12.1097229999997,-77.0519399999993,1007.1019899999999,15.076,San Isidro
99,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 04:00:00,0.0,0.0,94.398,0.0,53.986,12.574,7.162,84.837,0.0,99.3,-12.1097229999998,-77.0519399999991,1006.87591,14.941,San Isidro
100,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 05:00:00,0.0,0.0,90.82,0.0,33.709,10.102,7.182,79.042,0.0,99.3,-12.1097229999997,-77.0519399999993,1007.0975,14.999,San Isidro
101,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 06:00:00,0.0,0.0,109.36,0.0,42.029,13.748,7.263,85.415,0.0,99.3,-12.1097229999998,-77.0519399999991,1007.2384,15.175,San Isidro
102,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 07:00:00,38.036,0.0,134.978,0.0,31.301,11.06,7.403,96.102,0.058,99.3,-12.1097229999998,-77.0519399999992,1007.67608,15.312,San Isidro
103,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 08:00:00,428.271,6.513,136.772,0.0,48.941,14.06,7.684,101.246,0.424,98.897,-12.1097229999997,-77.0519399999992,1008.20236,16.069,San Isidro
104,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 09:00:00,342.834,0.15,109.931,0.0,31.949,10.267,7.875,102.374,0.907,93.283,-12.1097229999998,-77.0519399999992,1008.4358599999999,17.242,San Isidro
105,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 10:00:00,315.485,1.738,87.183,0.0,26.274,7.923,8.231,100.692,1.33,82.923,-12.1097229999997,-77.0519399999993,1008.3282,18.775,San Isidro
106,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 11:00:00,189.819,0.0,80.823,0.0,35.585,9.634,8.509,99.673,1.585,80.108,-12.1097229999998,-77.0519399999992,1007.9593,19.7,San Isidro
107,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 12:00:00,142.338,0.171,80.014,0.0,46.181,11.418,8.711,99.497,1.667,77.33,-12.1097229999997,-77.0519399999993,1007.61917,20.851,San Isidro
108,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 13:00:00,0.0,0.0,26.118,0.0,42.668,10.128,8.572,96.561,2.049,76.261,-12.1097229999998,-77.051939999999,1007.2258800000001,20.53,San Isidro
109,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 14:00:00,0.0,0.0,55.021,0.0,37.641,8.238,8.397,102.548,1.662,74.561,-12.1097229999997,-77.0519399999993,1006.61463,20.294,San Isidro
110,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 15:00:00,0.0,0.0,66.679,0.0,36.404,7.691,8.308,98.159,1.284,74.179,-12.1097229999998,-77.051939999999,1006.0527000000001,20.328,San Isidro
111,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 16:00:00,0.0,0.0,63.619,0.0,25.247,5.451,8.518,100.691,0.94,71.591,-12.1097229999998,-77.0519399999992,1005.80762,21.435,San Isidro
112,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 17:00:00,0.0,0.0,98.948,0.0,30.696,6.85,7.965,97.31,0.558,80.297,-12.1097229999998,-77.0519399999992,1005.97535,19.008,San Isidro
113,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 18:00:00,0.0,0.0,120.698,0.0,30.767,6.511,7.549,99.3,0.092,85.119,-12.1097229999998,-77.051939999999,1006.37275,17.991,San Isidro
114,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 19:00:00,0.0,0.0,132.777,0.0,46.691,8.796,7.335,98.535,0.0,90.606,-12.1097229999997,-77.0519399999993,1007.09128,17.15,San Isidro
115,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 20:00:00,0.0,0.0,130.871,0.0,51.864,9.672,7.275,93.6,0.0,92.852,-12.1097229999998,-77.0519399999991,1007.8277099999999,16.877,San Isidro
116,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 21:00:00,0.0,0.0,107.941,0.0,38.941,9.09,7.176,93.544,0.0,94.311,-12.1097229999998,-77.0519399999992,1008.12504,16.305,San Isidro
117,10069,150122,PE,Subgerencia de Desarrollo Ambiental,2020-10-05 22:00:00,0.0,0.0,97.607,0.0,47.382,12.337,7.155,93.404,0.0,95.449,-12.1097229999998,-77.0519399999991,1008.23014,16.169,San Isidro
